id,local_image_path
pop4-1,pokemon_images/pop4-1.png
base5-1,pokemon_images/base5-1.png
pl4-1,pokemon_images/pl4-1.png
dp4-1,pokemon_images/dp4-1.png
bw11-1,pokemon_images/bw11-1.png
dpp-DP01,pokemon_images/dpp-DP01.png
pop3-1,pokemon_images/pop3-1.png
bw4-1,pokemon_images/bw4-1.png
xy10-1,pokemon_images/xy10-1.png
ex8-1,pokemon_images/ex8-1.png
bw7-1,pokemon_images/bw7-1.png
swsh1-1,pokemon_images/swsh1-1.png
bw8-1,pokemon_images/bw8-1.png
bw9-1,pokemon_images/bw9-1.png
swsh4-1,pokemon_images/swsh4-1.png
neo3-1,pokemon_images/neo3-1.png
base4-4,pokemon_images/base4-4.png
pop7-3,pokemon_images/pop7-3.png
ex8-2,pokemon_images/ex8-2.png
ecard2-H4,pokemon_images/ecard2-H4.png
pop6-4,pokemon_images/pop6-4.png
sm115-3,pokemon_images/sm115-3.png
dp3-4,pokemon_images/dp3-4.png
pl1-4,pokemon_images/pl1-4.png
swsh35-3,pokemon_images/swsh35-3.png
hgss1-4,pokemon_images/hgss1-4.png
pop3-2,pokemon_images/pop3-2.png
base5-2,pokemon_images/base5-2.png
ex3-4,pokemon_images/ex3-4.png
pl4-2,pokemon_images/pl4-2.png
pop9-2,pokemon_images/pop9-2.png
dp1-2,pokemon_images/dp1-2.png
pop5-2,pokemon_images/pop5-2.png
ex13-3,pokemon_images/ex13-3.png
bw5-2,pokemon_images/bw5-2.png
sm2-2,pokemon_images/sm2-2.png
ex4-2,pokemon_images/ex4-2.png
base6-2,pokemon_images/base6-2.png
dp4-2,pokemon_images/dp4-2.png
xy1-2,pokemon_images/xy1-2.png
bw10-3,pokemon_images/bw10-3.png
xy11-3,pokemon_images/xy11-3.png
xy2-4,pokemon_images/xy2-4.png
bw7-2,pokemon_images/bw7-2.png
col1-3,pokemon_images/col1-3.png
bw4-2,pokemon_images/bw4-2.png
mcd19-4,pokemon_images/mcd19-4.png
gym2-3,pokemon_images/gym2-3.png
si1-3,pokemon_images/si1-3.png
ex12-4,pokemon_images/ex12-4.png
xy7-3,pokemon_images/xy7-3.png
sm5-2,pokemon_images/sm5-2.png
neo4-2,pokemon_images/neo4-2.png
ex11-4,pokemon_images/ex11-4.png
dv1-4,pokemon_images/dv1-4.png
sm3-2,pokemon_images/sm3-2.png
det1-4,pokemon_images/det1-4.png
pop1-2,pokemon_images/pop1-2.png
hgss4-4,pokemon_images/hgss4-4.png
bw11-2,pokemon_images/bw11-2.png
pop4-2,pokemon_images/pop4-2.png
sm9-4,pokemon_images/sm9-4.png
bw8-2,pokemon_images/bw8-2.png
xy4-2,pokemon_images/xy4-2.png
base3-4,pokemon_images/base3-4.png
dpp-DP02,pokemon_images/dpp-DP02.png
ex9-3,pokemon_images/ex9-3.png
swsh1-2,pokemon_images/swsh1-2.png
sm75-1,pokemon_images/sm75-1.png
ex10-1,pokemon_images/ex10-1.png
bw6-1,pokemon_images/bw6-1.png
ex11-5,pokemon_images/ex11-5.png
sm12-3,pokemon_images/sm12-3.png
ex3-5,pokemon_images/ex3-5.png
pl1-5,pokemon_images/pl1-5.png
pop4-3,pokemon_images/pop4-3.png
bw4-3,pokemon_images/bw4-3.png
ex8-3,pokemon_images/ex8-3.png
dp3-5,pokemon_images/dp3-5.png
swsh4-2,pokemon_images/swsh4-2.png
xy5-4,pokemon_images/xy5-4.png
ex4-3,pokemon_images/ex4-3.png
dv1-5,pokemon_images/dv1-5.png
dp4-3,pokemon_images/dp4-3.png
hgss4-5,pokemon_images/hgss4-5.png
sm75-2,pokemon_images/sm75-2.png
swsh35-4,pokemon_images/swsh35-4.png
swsh1-3,pokemon_images/swsh1-3.png
gym2-4,pokemon_images/gym2-4.png
ex7-4,pokemon_images/ex7-4.png
bw11-3,pokemon_images/bw11-3.png
dp1-3,pokemon_images/dp1-3.png
bw7-3,pokemon_images/bw7-3.png
pl4-3,pokemon_images/pl4-3.png
xy4-3,pokemon_images/xy4-3.png
bw10-4,pokemon_images/bw10-4.png
sm5-3,pokemon_images/sm5-3.png
xy7-4,pokemon_images/xy7-4.png
mcd19-5,pokemon_images/mcd19-5.png
bw6-2,pokemon_images/bw6-2.png
pop7-4,pokemon_images/pop7-4.png
ex9-4,pokemon_images/ex9-4.png
ecard2-H5,pokemon_images/ecard2-H5.png
basep-2,pokemon_images/basep-2.png
base6-3,pokemon_images/base6-3.png
ex10-2,pokemon_images/ex10-2.png
xy11-4,pokemon_images/xy11-4.png
bw1-3,pokemon_images/bw1-3.png
neo4-3,pokemon_images/neo4-3.png
hgss2-2,pokemon_images/hgss2-2.png
hgss1-5,pokemon_images/hgss1-5.png
bw5-3,pokemon_images/bw5-3.png
ru1-4,pokemon_images/ru1-4.png
sm9-5,pokemon_images/sm9-5.png
ex12-5,pokemon_images/ex12-5.png
sm8-2,pokemon_images/sm8-2.png
pop3-3,pokemon_images/pop3-3.png
pop1-3,pokemon_images/pop1-3.png
pop9-3,pokemon_images/pop9-3.png
neo3-2,pokemon_images/neo3-2.png
si1-4,pokemon_images/si1-4.png
pl3-4,pokemon_images/pl3-4.png
base3-5,pokemon_images/base3-5.png
dpp-DP03,pokemon_images/dpp-DP03.png
xy10-2,pokemon_images/xy10-2.png
sm115-4,pokemon_images/sm115-4.png
base1-2,pokemon_images/base1-2.png
sm3-3,pokemon_images/sm3-3.png
xy2-5,pokemon_images/xy2-5.png
ex14-2,pokemon_images/ex14-2.png
det1-5,pokemon_images/det1-5.png
xy1-3,pokemon_images/xy1-3.png
basep-3,pokemon_images/basep-3.png
xy5-5,pokemon_images/xy5-5.png
sm9-6,pokemon_images/sm9-6.png
ex7-5,pokemon_images/ex7-5.png
bw4-4,pokemon_images/bw4-4.png
det1-6,pokemon_images/det1-6.png
xy10-3,pokemon_images/xy10-3.png
pop6-5,pokemon_images/pop6-5.png
pl4-4,pokemon_images/pl4-4.png
ex10-3,pokemon_images/ex10-3.png
ex14-3,pokemon_images/ex14-3.png
base5-3,pokemon_images/base5-3.png
sm5-4,pokemon_images/sm5-4.png
hgss2-3,pokemon_images/hgss2-3.png
bw7-4,pokemon_images/bw7-4.png
dp3-6,pokemon_images/dp3-6.png
base1-3,pokemon_images/base1-3.png
sm12-4,pokemon_images/sm12-4.png
xy2-6,pokemon_images/xy2-6.png
bw8-3,pokemon_images/bw8-3.png
ex9-5,pokemon_images/ex9-5.png
sm8-3,pokemon_images/sm8-3.png
ru1-5,pokemon_images/ru1-5.png
swsh35-5,pokemon_images/swsh35-5.png
swsh1-4,pokemon_images/swsh1-4.png
pop7-5,pokemon_images/pop7-5.png
pl1-6,pokemon_images/pl1-6.png
ex12-6,pokemon_images/ex12-6.png
dp4-4,pokemon_images/dp4-4.png
pop4-4,pokemon_images/pop4-4.png
dpp-DP04,pokemon_images/dpp-DP04.png
hgss4-6,pokemon_images/hgss4-6.png
neo4-4,pokemon_images/neo4-4.png
bw6-3,pokemon_images/bw6-3.png
hgss1-6,pokemon_images/hgss1-6.png
dp1-4,pokemon_images/dp1-4.png
neo3-3,pokemon_images/neo3-3.png
ex4-4,pokemon_images/ex4-4.png
sm75-3,pokemon_images/sm75-3.png
bw11-4,pokemon_images/bw11-4.png
base3-6,pokemon_images/base3-6.png
base6-4,pokemon_images/base6-4.png
sm2-3,pokemon_images/sm2-3.png
ex11-6,pokemon_images/ex11-6.png
pop9-4,pokemon_images/pop9-4.png
pop1-4,pokemon_images/pop1-4.png
ecard2-H6,pokemon_images/ecard2-H6.png
sm115-5,pokemon_images/sm115-5.png
ex8-4,pokemon_images/ex8-4.png
bw10-5,pokemon_images/bw10-5.png
dv1-6,pokemon_images/dv1-6.png
si1-5,pokemon_images/si1-5.png
xy11-5,pokemon_images/xy11-5.png
mcd19-6,pokemon_images/mcd19-6.png
bw9-2,pokemon_images/bw9-2.png
pop3-4,pokemon_images/pop3-4.png
xy5-6,pokemon_images/xy5-6.png
pl3-5,pokemon_images/pl3-5.png
pop7-6,pokemon_images/pop7-6.png
ex13-4,pokemon_images/ex13-4.png
ex7-6,pokemon_images/ex7-6.png
mcd19-7,pokemon_images/mcd19-7.png
bw11-5,pokemon_images/bw11-5.png
ecard2-H7,pokemon_images/ecard2-H7.png
si1-6,pokemon_images/si1-6.png
xy2-7,pokemon_images/xy2-7.png
bw9-3,pokemon_images/bw9-3.png
base3-7,pokemon_images/base3-7.png
pop5-3,pokemon_images/pop5-3.png
gym2-5,pokemon_images/gym2-5.png
ex10-4,pokemon_images/ex10-4.png
pl4-5,pokemon_images/pl4-5.png
hgss2-4,pokemon_images/hgss2-4.png
bw10-6,pokemon_images/bw10-6.png
xy1-4,pokemon_images/xy1-4.png
hgss4-7,pokemon_images/hgss4-7.png
dv1-7,pokemon_images/dv1-7.png
bw5-4,pokemon_images/bw5-4.png
base4-5,pokemon_images/base4-5.png
col1-4,pokemon_images/col1-4.png
sm8-4,pokemon_images/sm8-4.png
swsh35-6,pokemon_images/swsh35-6.png
sm1-3,pokemon_images/sm1-3.png
pop3-5,pokemon_images/pop3-5.png
pop4-5,pokemon_images/pop4-5.png
bw6-4,pokemon_images/bw6-4.png
xy4-4,pokemon_images/xy4-4.png
neo4-5,pokemon_images/neo4-5.png
hgss1-7,pokemon_images/hgss1-7.png
ex12-7,pokemon_images/ex12-7.png
xy10-4,pokemon_images/xy10-4.png
neo3-4,pokemon_images/neo3-4.png
xy11-6,pokemon_images/xy11-6.png
ex4-5,pokemon_images/ex4-5.png
basep-4,pokemon_images/basep-4.png
sm2-4,pokemon_images/sm2-4.png
bw7-5,pokemon_images/bw7-5.png
dp3-7,pokemon_images/dp3-7.png
pop1-5,pokemon_images/pop1-5.png
xy7-5,pokemon_images/xy7-5.png
det1-7,pokemon_images/det1-7.png
base6-5,pokemon_images/base6-5.png
sm115-6,pokemon_images/sm115-6.png
base1-4,pokemon_images/base1-4.png
sm5-5,pokemon_images/sm5-5.png
pop9-5,pokemon_images/pop9-5.png
gym1-4,pokemon_images/gym1-4.png
sm3-4,pokemon_images/sm3-4.png
dp1-5,pokemon_images/dp1-5.png
pl1-7,pokemon_images/pl1-7.png
ex9-6,pokemon_images/ex9-6.png
bw1-4,pokemon_images/bw1-4.png
base5-4,pokemon_images/base5-4.png
neo4-6,pokemon_images/neo4-6.png
dp1-6,pokemon_images/dp1-6.png
sm3-5,pokemon_images/sm3-5.png
base3-8,pokemon_images/base3-8.png
bw8-4,pokemon_images/bw8-4.png
hgss2-5,pokemon_images/hgss2-5.png
dpp-DP06,pokemon_images/dpp-DP06.png
pl4-6,pokemon_images/pl4-6.png
ex3-6,pokemon_images/ex3-6.png
sm12-5,pokemon_images/sm12-5.png
bw6-5,pokemon_images/bw6-5.png
xy11-7,pokemon_images/xy11-7.png
neo3-5,pokemon_images/neo3-5.png
ex9-7,pokemon_images/ex9-7.png
si1-7,pokemon_images/si1-7.png
ex11-7,pokemon_images/ex11-7.png
ex12-8,pokemon_images/ex12-8.png
dv1-8,pokemon_images/dv1-8.png
mcd19-8,pokemon_images/mcd19-8.png
ru1-6,pokemon_images/ru1-6.png
dp4-5,pokemon_images/dp4-5.png
col1-5,pokemon_images/col1-5.png
xy5-7,pokemon_images/xy5-7.png
pop1-6,pokemon_images/pop1-6.png
bw10-7,pokemon_images/bw10-7.png
basep-5,pokemon_images/basep-5.png
bw11-6,pokemon_images/bw11-6.png
bw4-5,pokemon_images/bw4-5.png
bw5-5,pokemon_images/bw5-5.png
base1-5,pokemon_images/base1-5.png
sm75-4,pokemon_images/sm75-4.png
bw9-4,pokemon_images/bw9-4.png
sm115-7,pokemon_images/sm115-7.png
hgss4-8,pokemon_images/hgss4-8.png
pl1-8,pokemon_images/pl1-8.png
sm2-5,pokemon_images/sm2-5.png
pop7-7,pokemon_images/pop7-7.png
pl3-6,pokemon_images/pl3-6.png
xy7-6,pokemon_images/xy7-6.png
swsh4-3,pokemon_images/swsh4-3.png
xy1-5,pokemon_images/xy1-5.png
swsh1-5,pokemon_images/swsh1-5.png
dp3-8,pokemon_images/dp3-8.png
gym2-6,pokemon_images/gym2-6.png
base4-6,pokemon_images/base4-6.png
bw7-6,pokemon_images/bw7-6.png
pop6-6,pokemon_images/pop6-6.png
ecard2-H8,pokemon_images/ecard2-H8.png
sm1-4,pokemon_images/sm1-4.png
ex10-5,pokemon_images/ex10-5.png
xy4-5,pokemon_images/xy4-5.png
ex8-5,pokemon_images/ex8-5.png
base5-5,pokemon_images/base5-5.png
sm5-6,pokemon_images/sm5-6.png
hgss1-8,pokemon_images/hgss1-8.png
base6-6,pokemon_images/base6-6.png
pop3-6,pokemon_images/pop3-6.png
ex4-6,pokemon_images/ex4-6.png
det1-8,pokemon_images/det1-8.png
ecard3-H1,pokemon_images/ecard3-H1.png
sm6-1,pokemon_images/sm6-1.png
pl2-1,pokemon_images/pl2-1.png
xy6-1,pokemon_images/xy6-1.png
xy8-1,pokemon_images/xy8-1.png
dp3-9,pokemon_images/dp3-9.png
dv1-9,pokemon_images/dv1-9.png
sm3-6,pokemon_images/sm3-6.png
ex14-4,pokemon_images/ex14-4.png
sm8-5,pokemon_images/sm8-5.png
neo3-6,pokemon_images/neo3-6.png
ex11-8,pokemon_images/ex11-8.png
xy10-5,pokemon_images/xy10-5.png
sm2-6,pokemon_images/sm2-6.png
pl1-9,pokemon_images/pl1-9.png
sm75-5,pokemon_images/sm75-5.png
ecard3-H2,pokemon_images/ecard3-H2.png
xy6-2,pokemon_images/xy6-2.png
bw8-5,pokemon_images/bw8-5.png
neo4-7,pokemon_images/neo4-7.png
hgss1-9,pokemon_images/hgss1-9.png
hgss4-9,pokemon_images/hgss4-9.png
sm1-5,pokemon_images/sm1-5.png
sm9-7,pokemon_images/sm9-7.png
xy7-7,pokemon_images/xy7-7.png
swsh35-7,pokemon_images/swsh35-7.png
ex8-6,pokemon_images/ex8-6.png
base1-6,pokemon_images/base1-6.png
dpp-DP07,pokemon_images/dpp-DP07.png
bw9-5,pokemon_images/bw9-5.png
det1-9,pokemon_images/det1-9.png
xy5-8,pokemon_images/xy5-8.png
dp4-6,pokemon_images/dp4-6.png
bw6-6,pokemon_images/bw6-6.png
bw1-5,pokemon_images/bw1-5.png
pop6-7,pokemon_images/pop6-7.png
pop9-6,pokemon_images/pop9-6.png
pop1-7,pokemon_images/pop1-7.png
ex12-9,pokemon_images/ex12-9.png
sm115-8,pokemon_images/sm115-8.png
ex10-6,pokemon_images/ex10-6.png
xy2-8,pokemon_images/xy2-8.png
base4-7,pokemon_images/base4-7.png
si1-8,pokemon_images/si1-8.png
ex3-7,pokemon_images/ex3-7.png
ex7-7,pokemon_images/ex7-7.png
bw7-7,pokemon_images/bw7-7.png
bw11-7,pokemon_images/bw11-7.png
xy1-6,pokemon_images/xy1-6.png
ex4-7,pokemon_images/ex4-7.png
basep-6,pokemon_images/basep-6.png
pop4-6,pokemon_images/pop4-6.png
gym2-7,pokemon_images/gym2-7.png
sm6-2,pokemon_images/sm6-2.png
sm12-6,pokemon_images/sm12-6.png
sm5-7,pokemon_images/sm5-7.png
ex13-5,pokemon_images/ex13-5.png
col1-6,pokemon_images/col1-6.png
bw4-6,pokemon_images/bw4-6.png
xy8-2,pokemon_images/xy8-2.png
pl4-7,pokemon_images/pl4-7.png
bw10-8,pokemon_images/bw10-8.png
ex9-8,pokemon_images/ex9-8.png
pl2-2,pokemon_images/pl2-2.png
mcd19-9,pokemon_images/mcd19-9.png
swsh4-4,pokemon_images/swsh4-4.png
base5-6,pokemon_images/base5-6.png
ecard2-H9,pokemon_images/ecard2-H9.png
swsh1-6,pokemon_images/swsh1-6.png
gym1-5,pokemon_images/gym1-5.png
ex2-1,pokemon_images/ex2-1.png
ex6-1,pokemon_images/ex6-1.png
sm7-1,pokemon_images/sm7-1.png
hgss3-1,pokemon_images/hgss3-1.png
dp2-1,pokemon_images/dp2-1.png
pop2-1,pokemon_images/pop2-1.png
bw2-1,pokemon_images/bw2-1.png
sma-SV1,pokemon_images/sma-SV1.png
bwp-BW01,pokemon_images/bwp-BW01.png
sm9-8,pokemon_images/sm9-8.png
ex12-10,pokemon_images/ex12-10.png
dp2-2,pokemon_images/dp2-2.png
pl2-3,pokemon_images/pl2-3.png
pop7-8,pokemon_images/pop7-8.png
xy2-9,pokemon_images/xy2-9.png
pop6-8,pokemon_images/pop6-8.png
bw4-7,pokemon_images/bw4-7.png
hgss1-10,pokemon_images/hgss1-10.png
base1-7,pokemon_images/base1-7.png
sm12-7,pokemon_images/sm12-7.png
bw6-7,pokemon_images/bw6-7.png
sm1-6,pokemon_images/sm1-6.png
bw7-8,pokemon_images/bw7-8.png
base3-9,pokemon_images/base3-9.png
ex9-9,pokemon_images/ex9-9.png
ex8-7,pokemon_images/ex8-7.png
ex4-8,pokemon_images/ex4-8.png
xy8-3,pokemon_images/xy8-3.png
pop2-2,pokemon_images/pop2-2.png
si1-9,pokemon_images/si1-9.png
swsh35-8,pokemon_images/swsh35-8.png
ex7-8,pokemon_images/ex7-8.png
base5-7,pokemon_images/base5-7.png
pop1-8,pokemon_images/pop1-8.png
ex13-6,pokemon_images/ex13-6.png
sm8-6,pokemon_images/sm8-6.png
ru1-7,pokemon_images/ru1-7.png
base6-7,pokemon_images/base6-7.png
xy1-7,pokemon_images/xy1-7.png
pop3-7,pokemon_images/pop3-7.png
sm75-6,pokemon_images/sm75-6.png
pl4-8,pokemon_images/pl4-8.png
sma-SV2,pokemon_images/sma-SV2.png
swsh1-7,pokemon_images/swsh1-7.png
base4-8,pokemon_images/base4-8.png
neo4-8,pokemon_images/neo4-8.png
ex2-2,pokemon_images/ex2-2.png
bw2-2,pokemon_images/bw2-2.png
swsh4-5,pokemon_images/swsh4-5.png
ex11-9,pokemon_images/ex11-9.png
hgss2-6,pokemon_images/hgss2-6.png
mcd19-10,pokemon_images/mcd19-10.png
det1-10,pokemon_images/det1-10.png
sm7-2,pokemon_images/sm7-2.png
dp3-10,pokemon_images/dp3-10.png
ex6-2,pokemon_images/ex6-2.png
gym1-6,pokemon_images/gym1-6.png
xy4-6,pokemon_images/xy4-6.png
pop4-7,pokemon_images/pop4-7.png
sm3-7,pokemon_images/sm3-7.png
bw1-6,pokemon_images/bw1-6.png
sm115-9,pokemon_images/sm115-9.png
ex10-7,pokemon_images/ex10-7.png
pl1-10,pokemon_images/pl1-10.png
dv1-10,pokemon_images/dv1-10.png
gym2-8,pokemon_images/gym2-8.png
hgss3-2,pokemon_images/hgss3-2.png
col1-7,pokemon_images/col1-7.png
ecard2-H10,pokemon_images/ecard2-H10.png
xy7-8,pokemon_images/xy7-8.png
sm2-7,pokemon_images/sm2-7.png
xy11-9,pokemon_images/xy11-9.png
ecard3-H3,pokemon_images/ecard3-H3.png
bw11-8,pokemon_images/bw11-8.png
ex14-5,pokemon_images/ex14-5.png
xy6-3,pokemon_images/xy6-3.png
sm5-8,pokemon_images/sm5-8.png
ex5-1,pokemon_images/ex5-1.png
sm11-1,pokemon_images/sm11-1.png
xy0-1,pokemon_images/xy0-1.png
swsh3-1,pokemon_images/swsh3-1.png
swsh2-1,pokemon_images/swsh2-1.png
smp-SM01,pokemon_images/smp-SM01.png
xy12-1,pokemon_images/xy12-1.png
pop9-7,pokemon_images/pop9-7.png
xy10-6,pokemon_images/xy10-6.png
bw10-9,pokemon_images/bw10-9.png
bw9-6,pokemon_images/bw9-6.png
xy2-10,pokemon_images/xy2-10.png
dp1-7,pokemon_images/dp1-7.png
neo4-9,pokemon_images/neo4-9.png
bw6-8,pokemon_images/bw6-8.png
bw10-10,pokemon_images/bw10-10.png
basep-7,pokemon_images/basep-7.png
sm7-3,pokemon_images/sm7-3.png
swsh35-9,pokemon_images/swsh35-9.png
xy10-7,pokemon_images/xy10-7.png
pop1-9,pokemon_images/pop1-9.png
si1-10,pokemon_images/si1-10.png
base5-8,pokemon_images/base5-8.png
xy0-2,pokemon_images/xy0-2.png
sm5-9,pokemon_images/sm5-9.png
ex12-11,pokemon_images/ex12-11.png
sm115-10,pokemon_images/sm115-10.png
ex8-8,pokemon_images/ex8-8.png
xy12-2,pokemon_images/xy12-2.png
bw2-3,pokemon_images/bw2-3.png
xy4-7,pokemon_images/xy4-7.png
xy1-8,pokemon_images/xy1-8.png
ru1-8,pokemon_images/ru1-8.png
ex11-10,pokemon_images/ex11-10.png
sm3-8,pokemon_images/sm3-8.png
hgss2-7,pokemon_images/hgss2-7.png
bwp-BW02,pokemon_images/bwp-BW02.png
det1-11,pokemon_images/det1-11.png
xy8-4,pokemon_images/xy8-4.png
swsh4-6,pokemon_images/swsh4-6.png
ex4-9,pokemon_images/ex4-9.png
pop2-3,pokemon_images/pop2-3.png
ex5-2,pokemon_images/ex5-2.png
dpp-DP08,pokemon_images/dpp-DP08.png
hgss3-3,pokemon_images/hgss3-3.png
pl1-11,pokemon_images/pl1-11.png
ecard2-H11,pokemon_images/ecard2-H11.png
sm8-7,pokemon_images/sm8-7.png
gym2-9,pokemon_images/gym2-9.png
ex7-9,pokemon_images/ex7-9.png
pop7-9,pokemon_images/pop7-9.png
pop9-8,pokemon_images/pop9-8.png
ex6-3,pokemon_images/ex6-3.png
bw9-7,pokemon_images/bw9-7.png
sm75-7,pokemon_images/sm75-7.png
dp3-11,pokemon_images/dp3-11.png
neo3-7,pokemon_images/neo3-7.png
xy7-9,pokemon_images/xy7-9.png
mcd19-11,pokemon_images/mcd19-11.png
ecard3-H4,pokemon_images/ecard3-H4.png
xy6-4,pokemon_images/xy6-4.png
ex13-7,pokemon_images/ex13-7.png
ex9-10,pokemon_images/ex9-10.png
col1-8,pokemon_images/col1-8.png
base3-10,pokemon_images/base3-10.png
sm12-8,pokemon_images/sm12-8.png
xy11-10,pokemon_images/xy11-10.png
ex10-8,pokemon_images/ex10-8.png
bw11-9,pokemon_images/bw11-9.png
gym1-7,pokemon_images/gym1-7.png
swsh2-2,pokemon_images/swsh2-2.png
sm1-7,pokemon_images/sm1-7.png
xy5-9,pokemon_images/xy5-9.png
swsh3-2,pokemon_images/swsh3-2.png
pl4-9,pokemon_images/pl4-9.png
pl2-4,pokemon_images/pl2-4.png
bw4-8,pokemon_images/bw4-8.png
swsh1-8,pokemon_images/swsh1-8.png
hgss4-10,pokemon_images/hgss4-10.png
sm2-8,pokemon_images/sm2-8.png
sm9-9,pokemon_images/sm9-9.png
ex2-3,pokemon_images/ex2-3.png
hgss1-11,pokemon_images/hgss1-11.png
sm11-2,pokemon_images/sm11-2.png
base1-8,pokemon_images/base1-8.png
pl3-7,pokemon_images/pl3-7.png
base2-1,pokemon_images/base2-1.png
neo2-1,pokemon_images/neo2-1.png
neo1-1,pokemon_images/neo1-1.png
ecard1-1,pokemon_images/ecard1-1.png
xyp-XY01,pokemon_images/xyp-XY01.png
sm10-1,pokemon_images/sm10-1.png
ex1-1,pokemon_images/ex1-1.png
bw5-6,pokemon_images/bw5-6.png
sm35-1,pokemon_images/sm35-1.png
pop8-1,pokemon_images/pop8-1.png
pl1-12,pokemon_images/pl1-12.png
ex6-4,pokemon_images/ex6-4.png
basep-8,pokemon_images/basep-8.png
pl4-10,pokemon_images/pl4-10.png
bw4-9,pokemon_images/bw4-9.png
